surah,ayah,source_slug,source_title,latin_iast,latin_ascii
2,282,taisirul_quran,Taisirul Quran Bengali translation,"he viśvāsīgaṇa! yakhana tomarā nirdiṣṭa samaẏera janya dhāre kāravāra karave, takhana tā likhe rākhave, tomādera madhye yena kona ekajana lekhaka nyāyyabhāve likhe deẏa, lekhaka yena likhate asvīkāra nā kare, yerūpa āllāha tāke śikṣā diẏechena, kājei se yena likhe evaṃ karja-grahītā yena lekhāra viṣaẏavastu vale deẏa evaṃ tāra pratipālaka āllāhara bhaẏa rākhe evaṃ prāpya hate yena konao prakārera kāṭachā~ṭa nā kare. yadi karja-grahītā svalpa-vuddhi athavā durvala kiṃvā lekhāra viṣaẏavastu valate akṣama haẏa, tave tāra abhibhāvaka yena lekhāra viṣaẏavastu nyāyyabhāve vale deẏa evaṃ tomādera āpana puruṣa lokera madhya hate du’jana sākṣī rākha, yadi du’jana puruṣa nā pāoẏā yāẏa, tāhale ekajana puruṣa o du’jana strī loka, yādera sākṣya samparke tomarā rājī ācha, eṭā ejanya ye, yadi ekajana bhule yāẏa tave anyajana smaraṇa kariẏe deve evaṃ yakhana sākṣīgaṇake ḍākā have, takhana yena (sākṣya dite) asvīkāra nā kare. choṭa hoka vā var̤a hoka tomarā nirdiṣṭa meẏādasaha likhe rākhāke tācchilyabhare upekṣā karo nā, e likhe rākhā āllāhara nikaṭa inasāpha vajāẏa rākhāra janya dṛr̤hatara, saṭhika pramāṇera janya sahajatara evaṃ tomarā yāte konao sandehe patita nā hao era nikaṭavartī. kintu yadi kona saodā tomarā paraspara nagada nagada sampādana kara, tave nā likhaleo tomādera kona doṣa nei. āra tomarā yakhana paraspara kenāvecā kara takhana sākṣī rekha. konao lekhaka o sākṣīke yena kaṣṭa deẏā nā haẏa evaṃ yadi erūpa kara, tāhale tomādera gunāha have. kājei āllāhake bhaẏa kara evaṃ āllāha tomāderake śikṣā dicchena evaṃ āllāha sarvaviṣaẏe suparijñāta.","he visvasigana! yakhana tomara nirdista samayera janya dhare karavara karave, takhana ta likhe rakhave, tomadera madhye yena kona ekajana lekhaka nyayyabhave likhe deya, lekhaka yena likhate asvikara na kare, yerupa allaha take siksa diyechena, kajei se yena likhe evam karja-grahita yena lekhara visayavastu vale deya evam tara pratipalaka allahara bhaya rakhe evam prapya hate yena konao prakarera katacha~ta na kare. yadi karja-grahita svalpa-vuddhi athava durvala kimva lekhara visayavastu valate aksama haya, tave tara abhibhavaka yena lekhara visayavastu nyayyabhave vale deya evam tomadera apana purusa lokera madhya hate du’jana saksi rakha, yadi du’jana purusa na paoya yaya, tahale ekajana purusa o du’jana stri loka, yadera saksya samparke tomara raji acha, eta ejanya ye, yadi ekajana bhule yaya tave anyajana smarana kariye deve evam yakhana saksiganake daka have, takhana yena (saksya dite) asvikara na kare. chota hoka va vara hoka tomara nirdista meyadasaha likhe rakhake tacchilyabhare upeksa karo na, e likhe rakha allahara nikata inasapha vajaya rakhara janya drrhatara, sathika pramanera janya sahajatara evam tomara yate konao sandehe patita na hao era nikatavarti. kintu yadi kona saoda tomara paraspara nagada nagada sampadana kara, tave na likhaleo tomadera kona dosa nei. ara tomara yakhana paraspara kenaveca kara takhana saksi rekha. konao lekhaka o saksike yena kasta deya na haya evam yadi erupa kara, tahale tomadera gunaha have. kajei allahake bhaya kara evam allaha tomaderake siksa dicchena evam allaha sarvavisaye suparijnata."
2,282,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"he muminagaṇa! tomarā yakhana eke anyera sāthe nirdhārita samaẏera janya ṛṇera ādāna-pradāna kara takhana tā likhe rekho; tomādera madhye kono lekhaka yena tā nyāẏabhāve likhe deẏa; kono lekhaka likhate tā asvīkāra karave nā, yemana āllāh tāke śikṣā diẏechena. sutarāṃ se yena likhe evaṃ ye vyaktira upara hakka raẏeche (ṛṇagrahītā) se yena lekhāra viṣaẏavastu vale deẏa evaṃ se yena tāra rava āllāhra tākaoẏā avalamvana kare. āra tā theke kichu yena nā kamāẏa (vyatikrama nā kare). ataḥpara yāra upara hakka raẏeche (ṛṇagrahītā) yadi nirvodha athavā durvala haẏa athavā lekhāra viṣaẏavastu se vale dite nā pāre tave yena tāra abhibhāvaka nyāyyabhāve lekhāra viṣaẏavastu vale deẏa. āra tomarā tomādera puruṣadera madhya hate du’jana sākṣī rākha, ataḥpara yadi dujana puruṣa nā haẏa tave ekajana puruṣa o du’jana strīloka yāderake tomarā sākṣī hiseve pachanda kara, yāte strīlokadera madhye ekajana bhule gele tādera ekajana aparajanake smaraṇa kariẏe deẏa. āra sākṣīgaṇake yakhana ḍākā have takhana tārā yena asvīkāra nā kare. āra tā (lena-dena) choṭa-var̤a yāi hoka, meẏādasaha likhate tomarā konorūpa virakta haẏo nā. eṭāi āllāhra nikaṭa nyāyyatara o sākṣyadānera janya dṛr̤hatara evaṃ tomādera madhye sandehera udreka nā haoẏāra janya adhikatara upayukta. tave tomarā paraspara ye nagada vyavasā paricālanā kara tā tomarā nā likhale kono doṣa nei. āra tomarā yakhana paraspara vecā-kenā kara takhana sākṣī rekho. āra kono lekhaka o sākṣīke khatigrastha karā have nā. āra yadi tomarā khatigrastha kara, tave tā have tomādera sāthe anācāra. āra tomarā āllāhra tākaoẏā avalamvana kara evaṃ āllāh tomāderake śikṣā divena. āra āllāh savakichu samparke saviśeṣa jñānī.","he muminagana! tomara yakhana eke anyera sathe nirdharita samayera janya rnera adana-pradana kara takhana ta likhe rekho; tomadera madhye kono lekhaka yena ta nyayabhave likhe deya; kono lekhaka likhate ta asvikara karave na, yemana allah take siksa diyechena. sutaram se yena likhe evam ye vyaktira upara hakka rayeche (rnagrahita) se yena lekhara visayavastu vale deya evam se yena tara rava allahra takaoya avalamvana kare. ara ta theke kichu yena na kamaya (vyatikrama na kare). atahpara yara upara hakka rayeche (rnagrahita) yadi nirvodha athava durvala haya athava lekhara visayavastu se vale dite na pare tave yena tara abhibhavaka nyayyabhave lekhara visayavastu vale deya. ara tomara tomadera purusadera madhya hate du’jana saksi rakha, atahpara yadi dujana purusa na haya tave ekajana purusa o du’jana striloka yaderake tomara saksi hiseve pachanda kara, yate strilokadera madhye ekajana bhule gele tadera ekajana aparajanake smarana kariye deya. ara saksiganake yakhana daka have takhana tara yena asvikara na kare. ara ta (lena-dena) chota-vara yai hoka, meyadasaha likhate tomara konorupa virakta hayo na. etai allahra nikata nyayyatara o saksyadanera janya drrhatara evam tomadera madhye sandehera udreka na haoyara janya adhikatara upayukta. tave tomara paraspara ye nagada vyavasa paricalana kara ta tomara na likhale kono dosa nei. ara tomara yakhana paraspara veca-kena kara takhana saksi rekho. ara kono lekhaka o saksike khatigrastha kara have na. ara yadi tomara khatigrastha kara, tave ta have tomadera sathe anacara. ara tomara allahra takaoya avalamvana kara evam allah tomaderake siksa divena. ara allah savakichu samparke savisesa jnani."
2,282,fathul_majid,Fathul Majid Bengali translation,"he īmānadāragaṇa! yakhana tomarā kona nirdiṣṭa samaẏera janya ṛṇera lenadena kara takhana tā likhe rākha āra tomādera madhye ekajana lekhaka nyāẏasaṅgatabhāve yena tā likhe deẏa. lekhaka lekhate asvīkāra karave nā yebhāve āllāha tāke śikṣā diẏechena. sutarāṃ se yena likhe deẏa. āra ṛṇagrahītā lekhāra viṣaẏa vale deve evaṃ tāra ravake bhaẏa karave evaṃ kona kichu kamati karave nā. yadi ṛṇagrahītā nirveādha haẏa athavā durvala haẏa athavā lekhāra viṣaẏavastu vale dite nā pāre, tave yena tāra abhibhāvaka nyāẏasaṅgatabhāve tā vale deẏa āra sākṣīdera madhye yādera opara tomarā santuṣṭa tādera puruṣadera madhya theke dujana sākṣī rākha. yadi du’jana puruṣa nā pāo, tave ekajana puraṣa evaṃ dujana mahilā. āra tā ejanya ye, tādera ekajana bhule gele aparajana tā smaraṇa kariẏe deve. āra sākṣīderake ḍākā hale tārā yena asvīkāra nā kare. viṣaẏaṭi choṭa hoka athavā var̤a hoka nirdiṣṭa samaẏasaha likhe rākhate tomarā alasatā kara nā. eṭā āllāhara kāche tomādera janya saṭhika panthā evaṃ sākṣyera janya majavuta evaṃ sandehe nā par̤āra kāchākāchi. tave yadi parasparera madhye hāte hāte nagada lenadena haẏa tāhale tomarā likhe nā rākhale kona gunāha have nā. āra yakhana tomarā kraẏa-vikraẏa karave takhana sākṣī rākhave. lekhaka o sākṣīra kāuke kṣatigrastha karā yāve nā. yadi keu emanaṭā kare tave tā gunāhera kāja have. āllāhake bhaẏa kara. tini tomāderake śikṣā dāna karena. āra tini sarva viṣaẏe jñānī.","he imanadaragana! yakhana tomara kona nirdista samayera janya rnera lenadena kara takhana ta likhe rakha ara tomadera madhye ekajana lekhaka nyayasangatabhave yena ta likhe deya. lekhaka lekhate asvikara karave na yebhave allaha take siksa diyechena. sutaram se yena likhe deya. ara rnagrahita lekhara visaya vale deve evam tara ravake bhaya karave evam kona kichu kamati karave na. yadi rnagrahita nirveadha haya athava durvala haya athava lekhara visayavastu vale dite na pare, tave yena tara abhibhavaka nyayasangatabhave ta vale deya ara saksidera madhye yadera opara tomara santusta tadera purusadera madhya theke dujana saksi rakha. yadi du’jana purusa na pao, tave ekajana purasa evam dujana mahila. ara ta ejanya ye, tadera ekajana bhule gele aparajana ta smarana kariye deve. ara saksiderake daka hale tara yena asvikara na kare. visayati chota hoka athava vara hoka nirdista samayasaha likhe rakhate tomara alasata kara na. eta allahara kache tomadera janya sathika pantha evam saksyera janya majavuta evam sandehe na parara kachakachi. tave yadi parasparera madhye hate hate nagada lenadena haya tahale tomara likhe na rakhale kona gunaha have na. ara yakhana tomara kraya-vikraya karave takhana saksi rakhave. lekhaka o saksira kauke ksatigrastha kara yave na. yadi keu emanata kare tave ta gunahera kaja have. allahake bhaya kara. tini tomaderake siksa dana karena. ara tini sarva visaye jnani."
2,283,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra yadi tomarā saphare thāka evaṃ kona lekhaka nā pāo, tāhale hastāntarita vandhaka rākhave. āra yadi tomarā eke aparake viśvasta mane kara, tave yāke viśvasta mane karā haẏa, se yena svīẏa āmānata ādāẏa kare evaṃ nija rava āllāhara tākaoẏā avalamvana kare. āra tomarā sākṣya gopana karo nā evaṃ ye keu tā gopana kare, avaśyai tāra antara pāpī. āra tomarā yā āmala kara, āllāha se vyāpāre saviśeṣa avahita.","ara yadi tomara saphare thaka evam kona lekhaka na pao, tahale hastantarita vandhaka rakhave. ara yadi tomara eke aparake visvasta mane kara, tave yake visvasta mane kara haya, se yena sviya amanata adaya kare evam nija rava allahara takaoya avalamvana kare. ara tomara saksya gopana karo na evam ye keu ta gopana kare, avasyai tara antara papi. ara tomara ya amala kara, allaha se vyapare savisesa avahita."
2,283,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"evaṃ yadi tomarā pravāse thāka o lekhaka nā pāo tāhale vandhakī vastta nijera dakhale rākha. ataḥpara keha yadi kehake viśvāsa kare tāhale yāke viśvāsa karā haẏeche tāra pakṣe gacchita dravya pratyarpaṇa karā ucita evaṃ svīẏa rāvva āllāhake bhaẏa karā ucit. sākṣya gopana karanā; evaṃ ye keha tā gopana karave, niścaẏai tāra mana pāpācārī; vastutaḥ āllāha tomādera kāryakalāpa samvandhe samyaka jñāta.","evam yadi tomara pravase thaka o lekhaka na pao tahale vandhaki vastta nijera dakhale rakha. atahpara keha yadi kehake visvasa kare tahale yake visvasa kara hayeche tara pakse gacchita dravya pratyarpana kara ucita evam sviya ravva allahake bhaya kara ucit. saksya gopana karana; evam ye keha ta gopana karave, niscayai tara mana papacari; vastutah allaha tomadera karyakalapa samvandhe samyaka jnata."
2,283,taisirul_quran,Taisirul Quran Bengali translation,"yadi tomarā saphare thāka evaṃ kona lekhaka nā pāo, tāhale vandhaka rākhāra jinisagulo anyera dakhale rākhate have, yadi tomarā paraspara parasparake viśvāsa kara tāhale yāke viśvāsa karā haẏeche se yena āmānata phiriẏe deẏa evaṃ tāra pratipālaka āllāhake bhaẏa kare. tomarā sākṣya gopana karo nā, ye vyakti tā gopana kare, tāra antara pāpī. tomarā yā kara āllāha se samparke viśeṣabhāve avahita.","yadi tomara saphare thaka evam kona lekhaka na pao, tahale vandhaka rakhara jinisagulo anyera dakhale rakhate have, yadi tomara paraspara parasparake visvasa kara tahale yake visvasa kara hayeche se yena amanata phiriye deya evam tara pratipalaka allahake bhaya kare. tomara saksya gopana karo na, ye vyakti ta gopana kare, tara antara papi. tomara ya kara allaha se samparke visesabhave avahita."
2,283,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra yadi tomarā saphare thāka evaṃ kono lekhaka nā pāo tave hastāntarakṛta vandhaka rākhave. ataḥpara tomādera eke aparake viśvasta mane karale, yāra kāche āmānata rākhā haẏeche se yena āmānata pratyārpaṇa kare evaṃ tāra rava āllāhra tākaoẏā avalamvana kare. āra tomarā sākṣya gopana karo nā. āra ye keu tā gopana kare avaśyai tāra antara pāpī. āra tomarā yā kara āllāh tā saviśeṣa avagata.","ara yadi tomara saphare thaka evam kono lekhaka na pao tave hastantarakrta vandhaka rakhave. atahpara tomadera eke aparake visvasta mane karale, yara kache amanata rakha hayeche se yena amanata pratyarpana kare evam tara rava allahra takaoya avalamvana kare. ara tomara saksya gopana karo na. ara ye keu ta gopana kare avasyai tara antara papi. ara tomara ya kara allah ta savisesa avagata."
2,283,fathul_majid,Fathul Majid Bengali translation,āra yadi tomarā saphare thāka evaṃ lekhaka nā pāo tave kichu vandhaka rākha. yadi tomarā parasparera prati viśvāsī hao tave yāra kāche āmānata rākhā haẏa se yena tā phiriẏe deẏa evaṃ tāra ravake bhaẏa kare. āra tomarā sākṣī gopana kara nā. ye gopana karave tāra antara pāpī have. tomarā yā kara āllāha se viṣaẏe jñāna rākhena.,ara yadi tomara saphare thaka evam lekhaka na pao tave kichu vandhaka rakha. yadi tomara parasparera prati visvasi hao tave yara kache amanata rakha haya se yena ta phiriye deya evam tara ravake bhaya kare. ara tomara saksi gopana kara na. ye gopana karave tara antara papi have. tomara ya kara allaha se visaye jnana rakhena.
2,284,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āllāhara janyai yā raẏeche āsamānasamūhe evaṃ yā raẏeche yamīne. āra tomarā yadi prakāśa kara yā tomādera antare raẏeche athavā gopana kara, āllāha se viṣaẏe tomādera hisāva nevena. ataḥpara tini yāke cāna kṣamā karavena, āra yāke cāna āyāva devena. āra āllāha savakichura upara kṣamatāvāna.","allahara janyai ya rayeche asamanasamuhe evam ya rayeche yamine. ara tomara yadi prakasa kara ya tomadera antare rayeche athava gopana kara, allaha se visaye tomadera hisava nevena. atahpara tini yake cana ksama karavena, ara yake cana ayava devena. ara allaha savakichura upara ksamatavana."
2,284,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"nabhomanḍala o bhūmanḍale yā kichu raẏeche savai āllāhara evaṃ tomādera antare yā raẏeche tā prakāśa kara athavā gopana rākha, āllāha tāra hisāva tomādera nikaṭa hate grahaṇa karavena; ataḥpara tini yāke icchā kṣamā karavena, yāke icchā śāsti divena; evaṃ āllāha sarva viṣaẏopari śaktimāna.","nabhomandala o bhumandale ya kichu rayeche savai allahara evam tomadera antare ya rayeche ta prakasa kara athava gopana rakha, allaha tara hisava tomadera nikata hate grahana karavena; atahpara tini yake iccha ksama karavena, yake iccha sasti divena; evam allaha sarva visayopari saktimana."
2,284,taisirul_quran,Taisirul Quran Bengali translation,"yā kichu ākāśasamūhe o bhūmanḍale āche, savakichu āllāharai. tomādera antare yā āche, tā tomarā prakāśa kara kiṃvā gopana kara āllāha tāra hisāva tomādera nikaṭa hate grahaṇa karavena. sutarāṃ yāke icche tini kṣamā karavena evaṃ yāke icche tini śāsti divena. āllāha sarvaviṣaẏe kṣamatāvāna.","ya kichu akasasamuhe o bhumandale ache, savakichu allaharai. tomadera antare ya ache, ta tomara prakasa kara kimva gopana kara allaha tara hisava tomadera nikata hate grahana karavena. sutaram yake icche tini ksama karavena evam yake icche tini sasti divena. allaha sarvavisaye ksamatavana."
2,284,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āllāhra janyai yā āche āsamānasamūhe o yā āche yamīne. tomādera mane yā āche tā prakāśa kara vā gopana rākha, āllāh segulora hiseva tomādera kācha theke nivena. ataḥpara yāke icche tini kṣamā karavena evaṃ yāke icche śāsti divena. āra āllāh savakichura upara pūrṇa kṣamatāvāna.","allahra janyai ya ache asamanasamuhe o ya ache yamine. tomadera mane ya ache ta prakasa kara va gopana rakha, allah segulora hiseva tomadera kacha theke nivena. atahpara yake icche tini ksama karavena evam yake icche sasti divena. ara allah savakichura upara purna ksamatavana."
2,284,fathul_majid,Fathul Majid Bengali translation,ākāśa evaṃ pṛthivīte yā kichu āche savai āllāhara. āra tomādera mane yā raẏeche tā yadi prakāśa kara athavā gopana rākha āllāha seṭāra hiseva nevena. ataḥpara tini yāke icchā kṣamā karavena evaṃ yāke icchā śāsti devena āra āllāha sarva viṣaẏe sarva śaktimāna.,akasa evam prthivite ya kichu ache savai allahara. ara tomadera mane ya rayeche ta yadi prakasa kara athava gopana rakha allaha setara hiseva nevena. atahpara tini yake iccha ksama karavena evam yake iccha sasti devena ara allaha sarva visaye sarva saktimana.
2,285,rawai_al_bayan,Rawai Al Bayan Bengali translation,"rāsūla tāra nikaṭa tāra ravera pakṣa theke nāyilakṛta viṣaẏera prati īmāna eneche, āra muminagaṇao. pratyeke īmāna eneche āllāhara upara, tā~ra phereśatākula, kitāvasamūha o tā~ra rāsūlagaṇera upara, āmarā tā~ra rāsūlagaṇera kārao madhye tāratamya kari nā. āra tārā vale, āmarā śunalāma evaṃ mānalāma. he āmādera rava! āmarā āpanārai kṣamā prārthanā kari, āra āpanāra dikei pratyāvartanasthala.","rasula tara nikata tara ravera paksa theke nayilakrta visayera prati imana eneche, ara muminaganao. pratyeke imana eneche allahara upara, ta~ra pheresatakula, kitavasamuha o ta~ra rasulaganera upara, amara ta~ra rasulaganera karao madhye taratamya kari na. ara tara vale, amara sunalama evam manalama. he amadera rava! amara apanarai ksama prarthana kari, ara apanara dikei pratyavartanasthala."
2,285,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"rāsūla tāra rāvva hate tāra prati yā avatīrṇa haẏeche tā viśvāsa kare evaṃ mu’minagaṇao (viśvāsa kare); tārā savāi āllāhake, tā~ra mālāikāke, tā~ra granthasamūhake evaṃ tā~ra rāsūlagaṇake viśvāsa kare; (tārā vale) āmarā tā~ra rāsūlagaṇera madhye kehakeo pārthakya karinā. evaṃ tārā vale, āmarā śunalāma evaṃ svīkāra karalāma; he āmādera rāvva! āmarā āpanārai nikaṭa kṣamā prārthanā karachi evaṃ āpanārai dike śeṣa pratyāvartana.","rasula tara ravva hate tara prati ya avatirna hayeche ta visvasa kare evam mu’minaganao (visvasa kare); tara savai allahake, ta~ra malaikake, ta~ra granthasamuhake evam ta~ra rasulaganake visvasa kare; (tara vale) amara ta~ra rasulaganera madhye kehakeo parthakya karina. evam tara vale, amara sunalama evam svikara karalama; he amadera ravva! amara apanarai nikata ksama prarthana karachi evam apanarai dike sesa pratyavartana."
2,285,taisirul_quran,Taisirul Quran Bengali translation,"rasūla (sāḥ) tāra pratipālakera pakṣa hate yā tāra prati avatīrṇa haẏeche tāte īmāna eneche evaṃ mu’minagaṇao. tārā savāi āllāhara upara, tā~ra phereśatādera upara, tā~ra kitāvasamūhera upara evaṃ rasūlagaṇera upara viśvāsa sthāpana kareche, (tārā vale), ‘āmarā rasūlagaṇera madhye kārao vyāpāre tāratamya kari nā’ evaṃ tārā e kathāo vale ye, ‘āmarā śunechi evaṃ mene niẏechi. he āmādera pratipālaka! āmāderake kṣamā kara āra pratyāvartana tomārai dike’.","rasula (sah) tara pratipalakera paksa hate ya tara prati avatirna hayeche tate imana eneche evam mu’minaganao. tara savai allahara upara, ta~ra pheresatadera upara, ta~ra kitavasamuhera upara evam rasulaganera upara visvasa sthapana kareche, (tara vale), ‘amara rasulaganera madhye karao vyapare taratamya kari na’ evam tara e kathao vale ye, ‘amara sunechi evam mene niyechi. he amadera pratipalaka! amaderake ksama kara ara pratyavartana tomarai dike’."
2,285,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"rāsūla tāra prabhura pakṣa theke yā tāra kāche nāyila karā haẏeche tāra upara īmāna enechena evaṃ muminagaṇao. pratyekei īmāna eneche āllāhra upara, tā~ra phereśatāgaṇa, tā~ra kitāvasamūha evaṃ tā~ra rāsūlagaṇera upara. āmarā tā~ra rāsūlagaṇera kārao madhye tāratamya kari nā. āra tārā vale: āmarā śunechi o mene niẏechi. he āmādera rava! āpanāra kṣamā prārthanā kari evaṃ āpanāra dikei prattāvartanasthala.","rasula tara prabhura paksa theke ya tara kache nayila kara hayeche tara upara imana enechena evam muminaganao. pratyekei imana eneche allahra upara, ta~ra pheresatagana, ta~ra kitavasamuha evam ta~ra rasulaganera upara. amara ta~ra rasulaganera karao madhye taratamya kari na. ara tara vale: amara sunechi o mene niyechi. he amadera rava! apanara ksama prarthana kari evam apanara dikei prattavartanasthala."
2,285,fathul_majid,Fathul Majid Bengali translation,"rāsūla viśvāsa karechena yā tāra ravera pakṣa theke nāyila haẏeche evaṃ īmānadārarāo. pratyekei āllāha, tā~ra phereśatā, tā~ra kitāvasamūha evaṃ tā~ra rāsūlagaṇera prati īmāna eneche. āmarā tā~ra rāsūladera madhye kona pārthakya kari nā evaṃ tārā valeche, āmarā śunalāma evaṃ mene nilāma. he āmādera rava! āmarā āpanāra kṣamā cāi. āra āpanāra dikei pratyāvartana sthala.","rasula visvasa karechena ya tara ravera paksa theke nayila hayeche evam imanadararao. pratyekei allaha, ta~ra pheresata, ta~ra kitavasamuha evam ta~ra rasulaganera prati imana eneche. amara ta~ra rasuladera madhye kona parthakya kari na evam tara valeche, amara sunalama evam mene nilama. he amadera rava! amara apanara ksama cai. ara apanara dikei pratyavartana sthala."
2,286,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āllāha kona vyaktike tāra sāmarthyera vāire dāẏitva dena nā. se yā arjana kare tā tāra janyai evaṃ se yā kāmāi kare tā tāra uparai vartāve. he āmādera rava! āmarā yadi bhule yāi, athavā bhula kari tāhale āpani āmāderake pākar̤āo karavena nā. he āmādera rava, āmādera upara vojhā cāpiẏe devena nā, yemana āmādera pūrvavartīdera upara cāpiẏe diẏechena. he āmādera rava, āpani āmāderake emana kichu vahana karāvena nā, yāra sāmarthya āmādera nei. āra āpani āmāderake mārjanā karuna evaṃ āmāderake kṣamā karuna, āra āmādera upara daẏā karuna. āpani āmādera abhibhāvaka. ataeva āpani kāphira sampradāẏera viruddhe āmāderake sāhāyya karuna.","allaha kona vyaktike tara samarthyera vaire dayitva dena na. se ya arjana kare ta tara janyai evam se ya kamai kare ta tara uparai vartave. he amadera rava! amara yadi bhule yai, athava bhula kari tahale apani amaderake pakarao karavena na. he amadera rava, amadera upara vojha capiye devena na, yemana amadera purvavartidera upara capiye diyechena. he amadera rava, apani amaderake emana kichu vahana karavena na, yara samarthya amadera nei. ara apani amaderake marjana karuna evam amaderake ksama karuna, ara amadera upara daya karuna. apani amadera abhibhavaka. ataeva apani kaphira sampradayera viruddhe amaderake sahayya karuna."
2,286,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"kona vyaktikei āllāha tāra sādhyera atirikta kartavya pālane vādhya karenanā; se yā upārjana kareche tā tārai janya evaṃ yā se arjana kareche tā tārai upara vartāve. he āmādera rāvva! āmarā yadi bhule yāi athavā bhula kari sejanya āmāderake aparādhī karavenanā. he āmādera rāvva! āmādera pūrvavartīgaṇera upara yerūpa gurubhāra arpaṇa karechilena āmādera upara tadrupa bhāra arpaṇa karavenanā. he āmādera rāvva! yā āmādera śaktira vāire airūpa bhāra vahane āmāderake vādhya karavenanā, evaṃ āmādera pāpa mocana karuna o āmāderake kṣamā karuna, āmāderake daẏā karuna, āpanii āmādera āśraẏadātā! ataeva kāphira sampradāẏera viruddhe āmāderake jaẏayukta karuna.","kona vyaktikei allaha tara sadhyera atirikta kartavya palane vadhya karenana; se ya uparjana kareche ta tarai janya evam ya se arjana kareche ta tarai upara vartave. he amadera ravva! amara yadi bhule yai athava bhula kari sejanya amaderake aparadhi karavenana. he amadera ravva! amadera purvavartiganera upara yerupa gurubhara arpana karechilena amadera upara tadrupa bhara arpana karavenana. he amadera ravva! ya amadera saktira vaire airupa bhara vahane amaderake vadhya karavenana, evam amadera papa mocana karuna o amaderake ksama karuna, amaderake daya karuna, apanii amadera asrayadata! ataeva kaphira sampradayera viruddhe amaderake jayayukta karuna."
2,286,taisirul_quran,Taisirul Quran Bengali translation,"āllāha kona vyaktira upara tāra sādhyera atirikta kichu āropa karena nā, se bhāla yā kareche se tāra saoẏāva pāve evaṃ svīẏa manda kṛtakarmera janya se nijei nigraha bhoga karave. he āmādera pratipālaka! āmarā yadi bhule yāi kiṃvā bhula kari, tāhale āmāderake pākar̤āo karo nā, he āmādera pratipālaka! āmādera āgera lokedera upara yemana guru-dāẏitva arpaṇa karechile, āmādera upara temana dāẏitva arpaṇa karo nā; he āmādera pratipālaka! ye bhāra vahanera kṣamatā āmādera nei, emana bhāra āmādera upara cāpiẏe dio nā, (bhula-truṭi upekṣā kare) āmāderake rehāi dāo, āmāderake kṣamā kara evaṃ āmādera prati daẏā kara; tumii āmādera pratipālaka, kājei āmāderake kāphiradera upara jaẏayukta kara.","allaha kona vyaktira upara tara sadhyera atirikta kichu aropa karena na, se bhala ya kareche se tara saoyava pave evam sviya manda krtakarmera janya se nijei nigraha bhoga karave. he amadera pratipalaka! amara yadi bhule yai kimva bhula kari, tahale amaderake pakarao karo na, he amadera pratipalaka! amadera agera lokedera upara yemana guru-dayitva arpana karechile, amadera upara temana dayitva arpana karo na; he amadera pratipalaka! ye bhara vahanera ksamata amadera nei, emana bhara amadera upara capiye dio na, (bhula-truti upeksa kare) amaderake rehai dao, amaderake ksama kara evam amadera prati daya kara; tumii amadera pratipalaka, kajei amaderake kaphiradera upara jayayukta kara."
2,286,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āllāh kārao upara emana kono dāẏitva cāpiẏe dena nā yā tāra sādhyātīta. se bhāla yā upārjana kare tāra pratiphala tārai, āra manda yā kāmāi kare tāra pratiphala tāra uparai vartāẏa. ‘he āmādera rava! yadi āmarā vismṛta hai athavā bhula kari tave āpani āmāderake pākar̤āo karavena nā. he āmādera rava! āmādera pūrvavartīgaṇera upara yemana vojhā cāpiẏe diẏechilena āmādera upara temana vojhā cāpiẏe divena nā. he āmādera rava! āpani āmāderake emana kichu vahana karāvena nā yāra sāmartha āmādera nei. āra āpani āmādera pāpa mocana karuna, āmāderake kṣamā karuna, āmādera prati daẏā karuna, āpani āmādera abhibhāvaka. ataeva, kāphira sampradāẏera viruddhe āmāderake sāhāyya karuna.’","allah karao upara emana kono dayitva capiye dena na ya tara sadhyatita. se bhala ya uparjana kare tara pratiphala tarai, ara manda ya kamai kare tara pratiphala tara uparai vartaya. ‘he amadera rava! yadi amara vismrta hai athava bhula kari tave apani amaderake pakarao karavena na. he amadera rava! amadera purvavartiganera upara yemana vojha capiye diyechilena amadera upara temana vojha capiye divena na. he amadera rava! apani amaderake emana kichu vahana karavena na yara samartha amadera nei. ara apani amadera papa mocana karuna, amaderake ksama karuna, amadera prati daya karuna, apani amadera abhibhavaka. ataeva, kaphira sampradayera viruddhe amaderake sahayya karuna.’"
