surah,ayah,latin_iast,latin_ascii
6,139,"tārā āro vale, esava gavādi paśura garbhe yā āche tā āmādera puruṣadera janya nirdiṣṭa, āra āmādera strīlokadera janya niṣiddha, kintu tā (arthāt garbhasthita vāccā) yadi mṛta haẏa tave sakalera tāte aṃśa āche. tādera ei mithye racanāra pratiphala acirei tini tāderake devena, tini var̤ai hikamātaoẏālā, sarvajña.","tara aro vale, esava gavadi pasura garbhe ya ache ta amadera purusadera janya nirdista, ara amadera strilokadera janya nisiddha, kintu ta (arthat garbhasthita vacca) yadi mrta haya tave sakalera tate amsa ache. tadera ei mithye racanara pratiphala acirei tini taderake devena, tini varai hikamataoyala, sarvajna."
6,140,"yārā mūrkhera mata nā jene tādera santānadera hatyā kareche āra āllāhara nāme mithye kathā vāniẏe neẏāra mādhyame āllāhara deẏā jīvikāke hārāma kare niẏeche, tārā niścitarūpe kṣatigrasta haẏeche. tārā pathabhraṣṭa haẏe geche āra tārā kasminakāleo hidāẏātaprāpta chila nā.","yara murkhera mata na jene tadera santanadera hatya kareche ara allahara name mithye katha vaniye neyara madhyame allahara deya jivikake harama kare niyeche, tara niscitarupe ksatigrasta hayeche. tara pathabhrasta haye geche ara tara kasminakaleo hidayataprapta chila na."
6,141,"āra tini (āllāha) yini latāgulma viśiṣṭa āra latā-viśiṣṭa naẏa emana udyānarāji, khejura gācha o vibhinna svādera khādyaśasya, ekai dharanera o ālādā dharanera yāẏatuna o ḍālima sṛṣṭi karechena. yakhana phala dhare takhana phala khāo, āra phasala tolāra dina (nirdhārita ośara o anirdhārita dānera mādhyame) haka ādāẏa kara, apacaẏa karo nā, niścaẏa tini apacaẏakārīdera pachanda karena nā.","ara tini (allaha) yini latagulma visista ara lata-visista naya emana udyanaraji, khejura gacha o vibhinna svadera khadyasasya, ekai dharanera o alada dharanera yayatuna o dalima srsti karechena. yakhana phala dhare takhana phala khao, ara phasala tolara dina (nirdharita osara o anirdharita danera madhyame) haka adaya kara, apacaya karo na, niscaya tini apacayakaridera pachanda karena na."
6,142,"gavādi paśura madhye kataka āche bhāravāhī āra kataka āche gośata o ācchādanera sāmagrī dānakārī, āllāha tomāderake ye riykva diẏechena tāttheke bhakṣaṇa kara āra śāẏatvanera padāṅka anusaraṇa karo nā, se tomādera kholākhuli duśamana.","gavadi pasura madhye kataka ache bharavahi ara kataka ache gosata o acchadanera samagri danakari, allaha tomaderake ye riykva diyechena tattheke bhaksana kara ara sayatvanera padanka anusarana karo na, se tomadera kholakhuli dusamana."
6,143,"(nara-mādī cāra) jor̤āẏa āṭa prakāra, meṣera du’ṭi, chāgalera du’ṭi. vala, tini ki nara du’ṭi hārāma karechena, nā mādī du’ṭi kiṃvā mādī du’ṭira garbhe yā āche tā? e samparkita jñānera bhittite javāva dāo yadi tomarā satyavādī haẏe thāka.","(nara-madi cara) joraya ata prakara, mesera du’ti, chagalera du’ti. vala, tini ki nara du’ti harama karechena, na madi du’ti kimva madi du’tira garbhe ya ache tay e samparkita jnanera bhittite javava dao yadi tomara satyavadi haye thaka."
6,144,"āra uṭera du’ṭi, āra garura du’ṭi. vala, edera nara du’ṭi ki tini hārāma karechena, nā mādī du’ṭi athavā mādī du’ṭira garbhe yā āche tā? tomarā ki takhana upasthita chile yakhana āllāha e rakama nirdeśa diẏechilena? ye vyakti mānuṣaderake pathabhraṣṭa karāra uddeśye kona rakama ‘ilama chār̤āi āllāhara samvandhe mithye racanā kare tāra theke var̤a yālima āra ke hate pāre? vastutaḥ āllāha yālima sampradāẏake hidāẏāta dāna karena nā.","ara utera du’ti, ara garura du’ti. vala, edera nara du’ti ki tini harama karechena, na madi du’ti athava madi du’tira garbhe ya ache tay tomara ki takhana upasthita chile yakhana allaha e rakama nirdesa diyechilenay ye vyakti manusaderake pathabhrasta karara uddesye kona rakama ‘ilama charai allahara samvandhe mithye racana kare tara theke vara yalima ara ke hate parey vastutah allaha yalima sampradayake hidayata dana karena na."
6,145,"vala, āmāra prati ye oẏāhī karā haẏeche tāte mānuṣa yā āhāra kare tāra kichui niṣiddha pāi nā mṛta, pravahamāna rakta o śūkarera māṃsa chār̤ā. kāraṇa tā apavitra athavā āllāha chār̤ā anyera nāme yavaha karā phāsikī kāja. tave ye vyakti nirupāẏa haẏe par̤e kintu se nāpharamāna o sīmālaṅghanakārī naẏa, tāhale tomāra pratipālaka var̤ai kṣamāśīla, parama daẏālu.","vala, amara prati ye oyahi kara hayeche tate manusa ya ahara kare tara kichui nisiddha pai na mrta, pravahamana rakta o sukarera mamsa chara. karana ta apavitra athava allaha chara anyera name yavaha kara phasiki kaja. tave ye vyakti nirupaya haye pare kintu se napharamana o simalanghanakari naya, tahale tomara pratipalaka varai ksamasila, parama dayalu."
6,146,"yārā iẏāhūdī haẏeche tādera janya āmi yāvatīẏa tīkṣṇadhāra nakhayukta paśu hārāma karechilāma āra tādera janya garu-chāgalera carvio hārāma karechilāma, egulora piṭhera kiṃvā nār̤ibhur̤ira vā hār̤era sāthe lege thākā carvi chār̤ā. tādera avādhyatāra śāsti ebhāve tāderake diẏechilāma, āmi avaśyai satya kathā valachi.","yara iyahudi hayeche tadera janya ami yavatiya tiksnadhara nakhayukta pasu harama karechilama ara tadera janya garu-chagalera carvio harama karechilama, egulora pithera kimva naribhurira va harera sathe lege thaka carvi chara. tadera avadhyatara sasti ebhave taderake diyechilama, ami avasyai satya katha valachi."
6,147,"ataḥpara yadi tārā tomāke mithye mane kare tave tāderake vala, tomādera pratipālaka praśasta daẏāra mālika, (kintu tāovā nā kare aparādhīi theke gele) tave aparādhī sampradāẏera upara hate tā~ra śāsti rada haẏa nā.","atahpara yadi tara tomake mithye mane kare tave taderake vala, tomadera pratipalaka prasasta dayara malika, (kintu taova na kare aparadhii theke gele) tave aparadhi sampradayera upara hate ta~ra sasti rada haya na."
6,148,"yārā śiraka kareche tārā valave, āllāha icche karale āmarā śiraka karatāma nā, āra āmādera pitṛpuruṣarāo karata nā, āra kona kichui (āmādera upara) hārāma kare nitāma nā, ebhāve tādera āgera lokerāo satyake mithye gaṇya karechila, avaśeṣe tārā āmāra śāsti āsvādana karechila. vala, tomādera kāche ki prakṛta jñāna āche, thākale tā āmādera kāche peśa kara, tomarā to kevala dhāraṇā-anumānera anusaraṇa kare calecha, tomarā to mithyācārai kare yāccha.","yara siraka kareche tara valave, allaha icche karale amara siraka karatama na, ara amadera pitrpurusarao karata na, ara kona kichui (amadera upara) harama kare nitama na, ebhave tadera agera lokerao satyake mithye ganya karechila, avasese tara amara sasti asvadana karechila. vala, tomadera kache ki prakrta jnana ache, thakale ta amadera kache pesa kara, tomara to kevala dharana-anumanera anusarana kare calecha, tomara to mithyacarai kare yaccha."
6,149,"cūr̤ānta satya-nirbhara pramāṇa to āllāhara kāche āche, āllāha yadi cāitena tāhale tini avaśyai tomādera sakalake satyapathe paricālita karatena.","curanta satya-nirbhara pramana to allahara kache ache, allaha yadi caitena tahale tini avasyai tomadera sakalake satyapathe paricalita karatena."
6,150,"vala, āllāha ye eṭā hārāma karechena se vyāpāre yārā sākṣya deve tāderake hājira kara. tārā sākṣya dileo tumi tādera sāthe sākṣya dio nā. yārā āmāra āẏātaguloke amānya kare, āra yārā ākherāte viśvāsa kare nā āra tādera pratipālakera samakakṣa dā~r̤a karāẏa tumi kakṣano tādera kheẏālakhuśira anusaraṇa karo nā.","vala, allaha ye eta harama karechena se vyapare yara saksya deve taderake hajira kara. tara saksya dileo tumi tadera sathe saksya dio na. yara amara ayataguloke amanya kare, ara yara akherate visvasa kare na ara tadera pratipalakera samakaksa da~ra karaya tumi kaksano tadera kheyalakhusira anusarana karo na."
6,151,"vala, ‘eso, tomādera pratipālaka tomādera janya yā niṣiddha karechena tā par̤e śonāi, tā ei ye, tā~ra sāthe kona kichuke śarīka karo nā, pitā-mātāra saṅge sadvyavahāra kara, daridratāra bhaẏe tomādera santānadera hatyā karo nā, āmii tomāderake āra tāderake jīvikā diẏe thāki, prakāśya vā gopana kona aślīlatāra kācheo yeẏo nā, āllāha ye prāṇa haraṇa karā hārāma karechena tā nyāẏa saṅgata kāraṇa chār̤ā hatyā karo nā. e samparke tini tomāderake nirdeśa dicchena yāte tomarā cintā- bhāvanā kare kāja kara.","vala, ‘eso, tomadera pratipalaka tomadera janya ya nisiddha karechena ta pare sonai, ta ei ye, ta~ra sathe kona kichuke sarika karo na, pita-matara sange sadvyavahara kara, daridratara bhaye tomadera santanadera hatya karo na, amii tomaderake ara taderake jivika diye thaki, prakasya va gopana kona aslilatara kacheo yeyo na, allaha ye prana harana kara harama karechena ta nyaya sangata karana chara hatya karo na. e samparke tini tomaderake nirdesa dicchena yate tomara cinta- bhavana kare kaja kara."
6,152,"(iẏātīmarā) vaẏaḥprāpta nā haoẏā paryanta kalyāṇa sādhanera uddeśya chār̤ā iẏātīmadera sampattira nikaṭavartī haẏo nā. parimāpa o ojana nyāẏasaṅgatabhāve pūrṇa kara, āmi kona vyaktira upara sādhyera atirikta dāẏitva cāpiẏe dei nā, yakhana kathā valave takhana inasāphapūrṇa kathā valave- nikaṭātmīẏadera samparke haleo, āra āllāhara saṅge kṛta oẏādā pūrṇa kara. esava vyāpāre tini nirdeśa dicchena yāte tomarā upadeśa grahaṇa kara.","(iyatimara) vayahprapta na haoya paryanta kalyana sadhanera uddesya chara iyatimadera sampattira nikatavarti hayo na. parimapa o ojana nyayasangatabhave purna kara, ami kona vyaktira upara sadhyera atirikta dayitva capiye dei na, yakhana katha valave takhana inasaphapurna katha valave- nikatatmiyadera samparke haleo, ara allahara sange krta oyada purna kara. esava vyapare tini nirdesa dicchena yate tomara upadesa grahana kara."
6,153,"āra eṭāi āmāra saṭhika sarala patha, kājei tomarā tāra anusaraṇa kara, āra nānāna pathera anusaraṇa karo nā, karale tā tomāderake tā~ra patha theke vicchinna kare phelave. ebhāve tini tomāderake nirdeśa dicchena yāte tomarā tā~ke bhaẏa kare yāvatīẏa pāpa theke ve~ce calate pāra.","ara etai amara sathika sarala patha, kajei tomara tara anusarana kara, ara nanana pathera anusarana karo na, karale ta tomaderake ta~ra patha theke vicchinna kare phelave. ebhave tini tomaderake nirdesa dicchena yate tomara ta~ke bhaya kare yavatiya papa theke ve~ce calate para."
6,154,"ataḥpara (tomarā avagata hao ye) āmi mūsāke kitāva diẏechilāma yāra mādhyame āmi āmāra ni‘ẏāmāta pūrṇa kare diẏechilāma tādera janya yārā uttama kāja kare, tāte chila yāvatīẏa viṣaẏera viśada vivaraṇa, (tā chila) saṭhika pathera diśārī o daẏā svarūpa yāte tārā tādera pratipālakera saṅge sākṣātera vyāpāre viśvāsa sthāpana kare.","atahpara (tomara avagata hao ye) ami musake kitava diyechilama yara madhyame ami amara ni‘yamata purna kare diyechilama tadera janya yara uttama kaja kare, tate chila yavatiya visayera visada vivarana, (ta chila) sathika pathera disari o daya svarupa yate tara tadera pratipalakera sange saksatera vyapare visvasa sthapana kare."
6,155,"āra e kitāva yā āmi avatīrṇa karalāma tā varakatamaẏa, kājei tā mānya kara, āra āllāhake bhaẏa kare cala, yāte tomādera upara daẏā varṣita haẏa.","ara e kitava ya ami avatirna karalama ta varakatamaya, kajei ta manya kara, ara allahake bhaya kare cala, yate tomadera upara daya varsita haya."
6,156,yāte tārā nā valate pāre ye kitāva to śudhu āmādera pūrvera du’dala (iẏāhūdī o khrīsṭāna) era upara avatīrṇa haẏechila āra āmarā jānatāma nā orā kī par̤ata āra par̤āta.,yate tara na valate pare ye kitava to sudhu amadera purvera du’dala (iyahudi o khristana) era upara avatirna hayechila ara amara janatama na ora ki parata ara parata.
6,157,"athavā tomarā nā valate pāra ye āmādera upara yadi kitāva avatīrṇa hata tāhale āmarā tādera ceẏe veśi hidāẏātaprāpta hatāma. tāi ekhana tomādera kāche tomādera pratipālakera pakṣa theke suspaṣṭa pramāṇa, hidāẏāta o rahamata eseche. ataḥpara ye vyakti āllāhara (e sava) āẏātasamūhake mithye mane ka’re tāttheke mukha phiriẏe neve tāra ceẏe var̤a yālima āra ke āche? āmāra āẏātasamūha theke yārā mukha phiriẏe neẏa, tāderake acirei āmi tādera mukha phiriẏe neẏāra kāraṇe nikṛṣṭatama śāsti pradāna karava.","athava tomara na valate para ye amadera upara yadi kitava avatirna hata tahale amara tadera ceye vesi hidayataprapta hatama. tai ekhana tomadera kache tomadera pratipalakera paksa theke suspasta pramana, hidayata o rahamata eseche. atahpara ye vyakti allahara (e sava) ayatasamuhake mithye mane ka’re tattheke mukha phiriye neve tara ceye vara yalima ara ke achey amara ayatasamuha theke yara mukha phiriye neya, taderake acirei ami tadera mukha phiriye neyara karane nikrstatama sasti pradana karava."
6,158,"tārā ki ei apekṣāẏa āche ye, tādera kāche phereśatārā āsave athavā tomāra pratipālaka (svaẏaṃ) āsavena kiṃvā tomāra ravera kichu nidarśana āsave (takhana tārā īmāna ānave)? ye dina tomāra ravera kataka nidarśana ese yāve se dina ai vyaktira īmāna kona suphala dive nā ye pūrve īmāna āneni vā īmānera mādhyame kalyāṇa arjana kareni. vala, tomarā apekṣā kara (tāhale dekhate pāve tomādera kupharīra pariṇāma kī dā~r̤āẏa), āmarāo apekṣāẏa thākalāma (āmādera puraskāra prāpti o tomādera pariṇati dekhāra janya).","tara ki ei apeksaya ache ye, tadera kache pheresatara asave athava tomara pratipalaka (svayam) asavena kimva tomara ravera kichu nidarsana asave (takhana tara imana anave)y ye dina tomara ravera kataka nidarsana ese yave se dina ai vyaktira imana kona suphala dive na ye purve imana aneni va imanera madhyame kalyana arjana kareni. vala, tomara apeksa kara (tahale dekhate pave tomadera kupharira parinama ki da~raya), amarao apeksaya thakalama (amadera puraskara prapti o tomadera parinati dekhara janya)."
6,159,yārā nijedera (pūrṇa pariṇata) dvīnake khanḍe khanḍe vibhakta kare niẏeche āra (āpana āpana aṃśa niẏe) dale dale bhāga haẏe geche tādera kona kājera sāthe tomāra kona samparka nei. tādera vyāpāraṭi puropuri āllāhara ikhatiẏārabhukta. (samaẏa halei) tini tāderake jāniẏe devena tādera kṛtakarma samparke.,yara nijedera (purna parinata) dvinake khande khande vibhakta kare niyeche ara (apana apana amsa niye) dale dale bhaga haye geche tadera kona kajera sathe tomara kona samparka nei. tadera vyaparati puropuri allahara ikhatiyarabhukta. (samaya halei) tini taderake janiye devena tadera krtakarma samparke.
6,160,"ye vyakti satkarma karave tāra janya āche daśa guṇa puraskāra, āra ye vyakti asatkāja karave tāke śudhu kṛtakarmera tulya pratiphala deẏā have, tādera upara atyācāra karā have nā.","ye vyakti satkarma karave tara janya ache dasa guna puraskara, ara ye vyakti asatkaja karave take sudhu krtakarmera tulya pratiphala deya have, tadera upara atyacara kara have na."
6,161,"vala, āmāke āmāra ravva sarala saṭhika pathe paricālita karechena (yā) supratiṣṭhita dvīna, ekaniṣṭha ivarāhīmera patha. se muśarikadera antarbhukta chila nā.","vala, amake amara ravva sarala sathika pathe paricalita karechena (ya) supratisthita dvina, ekanistha ivarahimera patha. se musarikadera antarbhukta chila na."
6,162,"vala, āmāra nāmāya, āmāra yāvatīẏa ‘ivādāta, āmāra jīvana, āmāra maraṇa (sava kichui) viśvajagatera pratipālaka āllāhara janyai (nivedita).","vala, amara namaya, amara yavatiya ‘ivadata, amara jivana, amara marana (sava kichui) visvajagatera pratipalaka allahara janyai (nivedita)."
6,163,"tā~ra kona śarīka nei, āmāke erai nirdeśa deẏā haẏeche āra āmii sarvaprathama ātmasamarpaṇakārī.","ta~ra kona sarika nei, amake erai nirdesa deya hayeche ara amii sarvaprathama atmasamarpanakari."
6,164,"āmi ki āllāhake cher̤e anya pratipālaka tālāśa karava? (athaca prakṛtapakṣe) tinii sava kichura pratipālaka. pratyeka vyakti yā arjana kare tāra janya se nijei dāẏī have. kona bhāravahanakārīi anyera gunāhera bhāra vahana karave nā. avaśeṣe tomādera pratyāvartana sthala tomādera pratipālakera nikaṭei, takhana tini tomāderake jāniẏe devena ye sakala viṣaẏe tomarā matabhede lipta chile (se sava viṣaẏe prakṛta satya konaṭi).","ami ki allahake chere anya pratipalaka talasa karavay (athaca prakrtapakse) tinii sava kichura pratipalaka. pratyeka vyakti ya arjana kare tara janya se nijei dayi have. kona bharavahanakarii anyera gunahera bhara vahana karave na. avasese tomadera pratyavartana sthala tomadera pratipalakera nikatei, takhana tini tomaderake janiye devena ye sakala visaye tomara matabhede lipta chile (se sava visaye prakrta satya konati)."
6,165,"tinii tomāderake pṛthivīte parasparera sthalābhiṣikta vāniẏechena, maryādāẏa tomādera katakake katakera upare sthāna diẏechena, āmi tomāderake yā diẏechi ogulora mādhyame tomāderake parīkṣā karāra janya, tomāra rava to śāsti dāne druta (vyavasthā grahaṇa karena) āra tini avaśyai var̤ai kṣamāśīla, parama daẏālu.","tinii tomaderake prthivite parasparera sthalabhisikta vaniyechena, maryadaya tomadera katakake katakera upare sthana diyechena, ami tomaderake ya diyechi ogulora madhyame tomaderake pariksa karara janya, tomara rava to sasti dane druta (vyavastha grahana karena) ara tini avasyai varai ksamasila, parama dayalu."
7,1,"ālipha, lāma, mīma, sāda.","alipha, lama, mima, sada."
7,2,"eṭi ekaṭi kitāva yā tomāra upara nāyila karā haẏeche, e vyāpāre tomāra antare yena kona prakāra kuṇṭhāvodha nā haẏa, (eṭā nāyila karā haẏeche amānyakārīderake) era dvārā bhaẏa pradarśanera janya evaṃ mu’minaderake upadeśa pradānera janya.","eti ekati kitava ya tomara upara nayila kara hayeche, e vyapare tomara antare yena kona prakara kunthavodha na haya, (eta nayila kara hayeche amanyakariderake) era dvara bhaya pradarsanera janya evam mu’minaderake upadesa pradanera janya."
7,3,"tomādera pratipālakera nikaṭa hate tomādera prati yā avatīrṇa haẏeche tomarā tā mānya kare cala, tā~ke chār̤ā (anyadera) abhibhāvaka mānya karo nā, tomarā khuva sāmānya upadeśai grahaṇa kara.","tomadera pratipalakera nikata hate tomadera prati ya avatirna hayeche tomara ta manya kare cala, ta~ke chara (anyadera) abhibhavaka manya karo na, tomara khuva samanya upadesai grahana kara."
7,4,āmi kata janapadake dhvaṃsa kare diẏechi. āmāra śāsti tādera nikaṭa esechila haṭhāt rātrivelā kiṃvā dupura velā tārā yakhana viśrāma nicchila.,ami kata janapadake dhvamsa kare diyechi. amara sasti tadera nikata esechila hathat ratrivela kimva dupura vela tara yakhana visrama nicchila.
7,5,"āmāra śāsti yakhana tādera upara esechila takhana e kathā valā chār̤ā tārā āra kona dhvani uccāraṇa karate pāreni ye, ‘‘avaśyai āmarā yālima chilāma’’.","amara sasti yakhana tadera upara esechila takhana e katha vala chara tara ara kona dhvani uccarana karate pareni ye, ‘‘avasyai amara yalima chilama’’."
7,6,ataḥpara yādera nikaṭa rasūla pāṭhāno haẏechila āmi avaśyai tāderake jijñesa karava āra rasūlagaṇakeo (āllāhara vāṇī pau~che deẏā samparke) avaśyai jijñesa karava.,atahpara yadera nikata rasula pathano hayechila ami avasyai taderake jijnesa karava ara rasulaganakeo (allahara vani pau~che deya samparke) avasyai jijnesa karava.
7,7,"ataḥpara paripūrṇa jñānera bhittite tādera nikaṭa tādera samasta kāhinī avaśyai jāniẏe deva, kenanā āmi to moṭei anupasthita chilāma nā.","atahpara paripurna jnanera bhittite tadera nikata tadera samasta kahini avasyai janiye deva, kenana ami to motei anupasthita chilama na."
7,8,sedinera ojana have ṭhika ṭhika. phale yādera pāllā bhārī have tārā saphalakāma have.,sedinera ojana have thika thika. phale yadera palla bhari have tara saphalakama have.
7,9,"yādera pāllā hālakā have tārā hala yārā nijederake kṣatigrasta kareche, kāraṇa tārā āmāra nidarśanasamūhake pratyākhyāna karechila.","yadera palla halaka have tara hala yara nijederake ksatigrasta kareche, karana tara amara nidarsanasamuhake pratyakhyana karechila."
7,10,āmi tomāderake yamīne pratiṣṭhita karechi; āra sekhāne tomādera janya jīvikāra vyavasthā karechi tomarā khuva sāmānyai kṛtajñatā prakāśa kara.,ami tomaderake yamine pratisthita karechi; ara sekhane tomadera janya jivikara vyavastha karechi tomara khuva samanyai krtajnata prakasa kara.
7,11,"āmi to tomāderake sṛṣṭi karechi, ataḥpara tomādera ākṛti diẏechi, ataḥpara phereśatādera nirdeśa dilāma ādāmake sājadāha karāra janya. takhana ivalisa chār̤ā savāi sijadā karala. se sijadākārīdera antarbhukta hala nā.","ami to tomaderake srsti karechi, atahpara tomadera akrti diyechi, atahpara pheresatadera nirdesa dilama adamake sajadaha karara janya. takhana ivalisa chara savai sijada karala. se sijadakaridera antarbhukta hala na."
7,12,"(āllāha) valalena, ‘āmi nirdeśa deẏāra pareo kise toke sājadāha theke nivṛtta rākhala?’ se valala, ‘āmi tāra ceẏe uttama, āmāke sṛṣṭi karecha āguna theke āra tāke sṛṣṭi karecha kādā theke.’","(allaha) valalena, ‘ami nirdesa deyara pareo kise toke sajadaha theke nivrtta rakhalay’ se valala, ‘ami tara ceye uttama, amake srsti karecha aguna theke ara take srsti karecha kada theke.’"
7,13,"tini valalena, ‘neme yā ekhāna theke, era bhitare theke ahaṅkāra karave tā hate pāre nā, ataeva veriẏe yā, adhamadera mājhe tora sthāna.’","tini valalena, ‘neme ya ekhana theke, era bhitare theke ahankara karave ta hate pare na, ataeva veriye ya, adhamadera majhe tora sthana.’"
7,14,"se valala, ‘tāhale yedina savāi (duniẏā cher̤e) uṭhave sedina paryanta āmāke samaẏa dāo.’","se valala, ‘tahale yedina savai (duniya chere) uthave sedina paryanta amake samaya dao.’"
7,15,"tini valalena, niścaẏai tui nikṛṣṭadera antarbhukta","tini valalena, niscayai tui nikrstadera antarbhukta"
7,16,"se valala, yehetu tāra kāraṇei (patha theke) āmāke chu~r̤e phele diẏecha, kājei āmi avaśyai tomāra sarala pathe mānuṣadera janya oṃt pete thākava.","se valala, yehetu tara karanei (patha theke) amake chu~re phele diyecha, kajei ami avasyai tomara sarala pathe manusadera janya omt pete thakava."
7,17,"tārapara āmi tādera sāmane diẏe, tādera pechana diẏe, tādera ḍāna diẏe, tādera vāma diẏe, tādera kāche avaśyai āsava, tumi tādera adhikāṃśakei śokara ādāẏakārī pāve nā.","tarapara ami tadera samane diye, tadera pechana diye, tadera dana diye, tadera vama diye, tadera kache avasyai asava, tumi tadera adhikamsakei sokara adayakari pave na."
7,18,"tini valalena, dhikṛta āra vitār̤ita haẏe ekhāna theke veriẏe yā, tādera madhye yārā toke mānya karave tomādera savāike diẏe āmi avaśyai jāhānnāma bharti karava.","tini valalena, dhikrta ara vitarita haye ekhana theke veriye ya, tadera madhye yara toke manya karave tomadera savaike diye ami avasyai jahannama bharti karava."
7,19,"‘āra, he ādāma! tumi o tomāra strī jānnāte vāsa karate thāka, du’jane yā pachanda haẏa khāo āra ei gāchera kāche yeo nā, tāhale yālimadera dale śāmila haẏe yāve.’","‘ara, he adama! tumi o tomara stri jannate vasa karate thaka, du’jane ya pachanda haya khao ara ei gachera kache yeo na, tahale yalimadera dale samila haye yave.’"
7,20,"ataḥpara śaẏatvāna tāderake kumantraṇā dila tādera lajjāsthāna prakāśa karāra janya yā tādera parasparera nikaṭa gopana rākhā haẏechila; āra valala, ‘tomāderake tomādera ravva e gāchera nikaṭavartī hate ye niṣedha karechena tāra kāraṇa echār̤ā āra kichui naẏa ye (nikaṭavartī hale) tomarā du’jana phereśatā haẏe yāve kiṃvā (jānnāte) sthāẏī haẏe yāve.’","atahpara sayatvana taderake kumantrana dila tadera lajjasthana prakasa karara janya ya tadera parasparera nikata gopana rakha hayechila; ara valala, ‘tomaderake tomadera ravva e gachera nikatavarti hate ye nisedha karechena tara karana echara ara kichui naya ye (nikatavarti hale) tomara du’jana pheresata haye yave kimva (jannate) sthayi haye yave.’"
7,21,"se śapatha kare tādera valala, ‘āmi tomādera satyikārera hitākāṅkṣī.’","se sapatha kare tadera valala, ‘ami tomadera satyikarera hitakanksi.’"
7,22,"ebhāve se dho~kā diẏe tādera adhaḥpatana ghaṭiẏe dila. yakhana tārā gāchera phalera svāda nila, takhana tādera gopanīẏa sthāna parasparera nikaṭa prakāśita haẏe gela, tārā jānnātera pātā diẏe nijederake ḍhākate lāgala. takhana tādera pratipālaka tāderake ḍeke valalena, ‘āmi ki tomāderake e gāchera kāche yete niṣedha karini āra valini- śaẏatvāna hacche tomādera ubhaẏera kholākhuli duśamana?’","ebhave se dho~ka diye tadera adhahpatana ghatiye dila. yakhana tara gachera phalera svada nila, takhana tadera gopaniya sthana parasparera nikata prakasita haye gela, tara jannatera pata diye nijederake dhakate lagala. takhana tadera pratipalaka taderake deke valalena, ‘ami ki tomaderake e gachera kache yete nisedha karini ara valini- sayatvana hacche tomadera ubhayera kholakhuli dusamanay’"
7,23,"tārā valala, ‘he āmādera pratipālaka! āmarā nijedera prati anyāẏa kare phelechi, yadi tumi āmāderake kṣamā nā kara āra daẏā nā kara tāhale āmarā avaśya avaśyai kṣatigrastadera antarbhukta haẏe yāva.’","tara valala, ‘he amadera pratipalaka! amara nijedera prati anyaya kare phelechi, yadi tumi amaderake ksama na kara ara daya na kara tahale amara avasya avasyai ksatigrastadera antarbhukta haye yava.’"
7,24,"tini valalena, ‘tomarā neme yāo, tomarā eke anyera śatru, pṛthivīte tomādera avasthāna o jīvikā thākave ekaṭā nirdiṣṭa samaẏera janya.’","tini valalena, ‘tomara neme yao, tomara eke anyera satru, prthivite tomadera avasthana o jivika thakave ekata nirdista samayera janya.’"
7,25,"valalena, ‘okhāne tomarā jīvana yāpana karave, okhānei tomādera mṛtyu have, āra tāthekei tomāderake vera karā have.’","valalena, ‘okhane tomara jivana yapana karave, okhanei tomadera mrtyu have, ara tathekei tomaderake vera kara have.’"
7,26,he ādāma santāna! āmi tomāderake poṣāka-paricchada diẏechi tomādera lajjāsthāna āvṛta karāra janya evaṃ śobhā vardhanera janya. āra tākaoẏāra pośāka hacche sarvottama pośāka. oṭā āllāhara nidarśanasamūhera madhye ekaṭi yāte tārā upadeśa grahaṇa kare.,he adama santana! ami tomaderake posaka-paricchada diyechi tomadera lajjasthana avrta karara janya evam sobha vardhanera janya. ara takaoyara posaka hacche sarvottama posaka. ota allahara nidarsanasamuhera madhye ekati yate tara upadesa grahana kare.
7,27,he ādāma santāna! śaẏatvāna yena tomāderake kichutei phitanāẏa phelate nā pāre yemanabhāve tomādera pitā-mātāke (ādama o hāoẏāke) jānnāta theke vera karechila. se tādera parasparake lajjāsthāna dekhānora janya tādera deha hate poṣāka khuliẏe phelechila. se āra tāra sāthīrā tomāderake emanabhāve dekhate pāẏa ye tomarā tāderake dekhate pāo nā. yārā īmāna āne nā tādera janya āmi śaẏatvānake abhibhāvaka vāniẏe diẏechi.,he adama santana! sayatvana yena tomaderake kichutei phitanaya phelate na pare yemanabhave tomadera pita-matake (adama o haoyake) jannata theke vera karechila. se tadera parasparake lajjasthana dekhanora janya tadera deha hate posaka khuliye phelechila. se ara tara sathira tomaderake emanabhave dekhate paya ye tomara taderake dekhate pao na. yara imana ane na tadera janya ami sayatvanake abhibhavaka vaniye diyechi.
7,28,"tārā yakhana kona aślīla kāja kare takhana tārā vale- ‘āmarā āmādera pitṛpuruṣaderake e kājai karate dekhechi, āra āllāha āmāderake esava kāja karāra ādeśa diẏechena.’ vala, ‘āllāha aślīlatāra nirdeśa dena nā, āllāhara samvandhe tomarā ki emana kathā valacha yā tomarā jāna nā?’","tara yakhana kona aslila kaja kare takhana tara vale- ‘amara amadera pitrpurusaderake e kajai karate dekhechi, ara allaha amaderake esava kaja karara adesa diyechena.’ vala, ‘allaha aslilatara nirdesa dena na, allahara samvandhe tomara ki emana katha valacha ya tomara jana nay’"
